Path,0,512,0
Path,0,576,0
Path,64,512,0
Path,128,512,0
Path,192,512,0
Path,256,512,0
Path,320,512,0
Path,384,512,0
Path,448,512,0
Path,512,512,0
Path,576,512,0
Path,640,512,0
Path,768,512,0
Path,832,512,0
Path,704,512,0
Path,896,512,0
Path,960,512,0
Path,1024,512,0
Path,1088,512,0
Path,1152,512,0
Path,1216,512,0
Path,1280,512,0
Path,1344,512,0
Path,1408,512,0
Path,1472,512,0
Path,1536,512,0
Path,1600,512,0
Path,1664,512,0
Path,1728,512,0
Path,1728,576,0
Path,1792,512,0
Path,1792,576,0
Path,1664,576,0
Path,1600,576,0
Path,1536,576,0
Path,1472,576,0
Path,1408,576,0
Path,1344,576,0
Path,1280,576,0
Path,1216,576,0
Path,1152,576,0
Path,1088,576,0
Path,1024,576,0
Path,960,576,0
Path,896,576,0
Path,832,576,0
Path,768,576,0
Path,704,576,0
Path,640,576,0
Path,576,576,0
Path,512,576,0
Path,448,576,0
Path,384,576,0
Path,256,576,0
Path,192,576,0
Path,64,576,0
Path,128,576,0
Path,320,576,0
Path,960,896,0
Path,896,896,0
Path,896,832,0
Path,896,768,0
Path,896,704,0
Path,896,640,0
Path,960,640,0
Path,960,704,0
Path,960,768,0
Path,960,832,0
Path,960,448,0
Path,960,384,0
Path,960,320,0
Path,960,256,0
Path,960,192,0
Path,960,128,0
Path,960,64,0
Path,960,0,0
Path,896,0,0
Path,896,64,0
Path,896,128,0
Path,896,192,0
Path,896,256,0
Path,896,320,0
Path,896,384,0
Path,896,448,0
Path,832,832,3
Path,1024,832,3
Path,1088,832,3
Path,1152,832,3
Path,1216,832,3
Path,1280,832,3
Path,1344,832,3
Path,1408,832,3
Path,1600,832,3
Path,1472,832,3
Path,1536,832,3
Path,1600,768,3
Path,1600,704,3
Path,1600,640,3
Path,1472,704,3
Path,1408,704,3
Path,1344,704,3
Path,1280,704,3
Path,1216,704,3
Path,1152,704,3
Path,1088,704,3
Path,1024,704,3
Path,832,704,3
Path,768,704,3
Path,704,704,3
Path,640,704,3
Path,576,704,3
Path,512,704,3
Path,448,704,3
Path,384,704,3
Path,768,832,3
Path,704,832,3
Path,640,832,3
Path,576,832,3
Path,512,832,3
Path,448,832,3
Path,384,832,3
Path,320,832,3
Path,256,832,3
Path,256,768,3
Path,256,704,3
Path,256,640,3
Path,384,640,3
Path,1472,640,3
Path,1472,448,3
Path,1472,384,3
Path,1408,384,3
Path,1344,384,3
Path,1280,384,3
Path,1216,384,3
Path,1152,384,3
Path,1088,384,3
Path,1024,384,3
Path,832,384,3
Path,768,384,3
Path,704,384,3
Path,640,384,3
Path,576,384,3
Path,512,384,3
Path,448,384,3
Path,384,384,3
Path,384,448,3
Path,256,448,3
Path,256,384,3
Path,256,320,3
Path,256,256,3
Path,320,256,3
Path,384,256,3
Path,448,256,3
Path,512,256,3
Path,576,256,3
Path,640,256,3
Path,704,256,3
Path,832,256,3
Path,768,256,3
Path,1024,256,3
Path,1088,256,3
Path,1152,256,3
Path,1216,256,3
Path,1344,256,3
Path,1408,256,3
Path,1280,256,3
Path,1472,256,3
Path,1536,256,3
Path,1600,256,3
Path,1600,320,3
Path,1600,384,3
Path,1600,448,3
Path,832,320,1
Path,768,320,1
Path,704,320,1
Path,640,320,1
Path,576,320,1
Path,512,320,1
Path,448,320,1
Path,384,320,1
Path,320,320,1
Path,320,384,1
Path,320,448,1
Path,320,640,1
Path,320,704,1
Path,320,768,1
Path,384,768,1
Path,448,768,1
Path,512,768,1
Path,576,768,1
Path,640,768,1
Path,768,768,1
Path,832,768,1
Path,704,768,1
Path,1024,768,1
Path,1088,768,1
Path,1152,768,1
Path,1216,768,1
Path,1280,768,1
Path,1344,768,1
Path,1408,768,1
Path,1472,768,1
Path,1536,768,1
Path,1536,704,1
Path,1536,640,1
Path,1536,448,1
Path,1536,384,1
Path,1536,320,1
Path,1408,320,1
Path,1344,320,1
Path,1280,320,1
Path,1216,320,1
Path,1152,320,1
Path,1088,320,1
Path,1024,320,1
Path,1472,320,1
Tree,0,-32,1
Tree,64,-32,0
Tree,128,-32,0
Tree,192,-32,2
Tree,256,-32,0
Tree,320,-32,2
Tree,384,-32,2
Tree,448,-32,2
Tree,512,-32,2
Tree,576,-32,0
Tree,640,-32,1
Tree,704,-32,1
Tree,768,-32,0
Tree,832,-32,2
Tree,1024,-32,1
Tree,1088,-32,1
Tree,1152,-32,1
Tree,1216,-32,2
Tree,1280,-32,1
Tree,1344,-32,2
Tree,1408,-32,0
Tree,1472,-32,1
Tree,1536,-32,2
Tree,1600,-32,2
Tree,1664,-32,0
Tree,1728,-32,0
Tree,1792,-32,2
Gate,896,0,resources/levels/forest6.csv
Gate,960,0,resources/levels/forest6.csv
Tree,1792,32,2
Tree,0,32,1
Tree,1792,96,0
Tree,0,96,1
Tree,1792,160,1
Tree,0,160,2
Tree,1792,224,0
Tree,0,224,0
CharacterSpawner,896,256,2
Tree,1792,288,2
Tree,0,288,1
Tree,1792,352,2
Tree,0,352,2
Tree,1792,416,0
Tree,0,416,2
Gate,0,512,resources/levels/beach1.csv
Gate,1792,512,resources/levels/town2.csv
CharacterSpawner,1408,512,1
Gate,0,576,resources/levels/beach1.csv
Gate,1792,576,resources/levels/town2.csv
