Path,128,768,2
Path,192,768,2
Path,256,768,2
Path,320,768,2
Path,384,768,2
Path,448,768,2
Path,512,768,2
Path,512,704,2
Path,512,640,2
Path,512,576,2
Path,512,512,2
Path,576,512,2
Path,576,448,2
Path,512,448,2
Path,640,448,2
Path,704,448,2
Path,768,448,2
Path,640,512,2
Path,768,512,2
Path,832,512,2
Path,960,512,2
Path,1152,512,2
Path,1792,448,2
Path,1728,448,2
Path,1664,448,2
Path,1600,448,2
Path,1536,448,2
Path,1472,448,2
Path,1408,448,2
Path,1344,448,2
Path,1280,448,2
Path,1216,448,2
Path,1152,448,2
Path,1088,448,2
Path,1024,448,2
Path,960,448,2
Path,896,448,2
Path,832,448,2
Path,896,512,2
Path,704,512,2
Path,1024,512,2
Path,1088,512,2
Path,1216,512,2
Path,1280,512,2
Path,1344,512,2
Path,1408,512,2
Path,1472,512,2
Path,1536,512,2
Path,1600,512,2
Path,1664,512,2
Path,1728,512,2
Path,1792,512,2
Path,0,448,2
Path,64,448,2
Path,128,448,2
Path,192,448,2
Path,256,448,2
Path,320,448,2
Path,384,448,2
Path,448,448,2
Path,512,128,2
Path,512,192,2
Path,512,256,2
Path,512,320,2
Path,512,384,2
Path,448,128,2
Path,384,128,2
Path,320,128,2
Path,256,128,2
Path,192,128,2
Path,128,128,2
Path,64,128,2
Path,0,128,2
Path,640,128,2
Path,704,128,2
Path,768,128,2
Path,832,128,2
Path,832,192,2
Path,832,256,2
Path,832,320,2
Path,832,384,2
Path,896,128,2
Path,960,128,2
Path,1024,128,2
Path,1152,384,2
Path,1152,320,2
Path,1152,256,2
Path,1152,192,2
Path,1152,128,2
Path,1792,128,2
Path,1728,128,2
Path,1600,128,2
Path,1536,128,2
Path,1664,128,2
Path,1472,128,2
Path,1408,128,2
Path,1344,128,2
Path,1280,128,2
Path,1216,128,2
Tree,0,-32,1
Tree,64,-32,2
Tree,128,-32,1
Tree,192,-32,0
Tree,256,-32,2
Tree,320,-32,0
Tree,384,-32,2
Tree,448,-32,1
Tree,512,-32,0
Tree,576,-32,0
Tree,640,-32,0
Tree,704,-32,1
Tree,768,-32,0
Tree,832,-32,1
Tree,896,-32,2
Tree,960,-32,2
Tree,1024,-32,2
Tree,1088,-32,2
Tree,1152,-32,2
Tree,1216,-32,0
Tree,1280,-32,1
Tree,1344,-32,0
Tree,1408,-32,1
Tree,1472,-32,0
Tree,1536,-32,0
Tree,1600,-32,1
Tree,1664,-32,1
Tree,1728,-32,1
Tree,1792,-32,0
Tree,0,32,2
Tree,64,32,2
Tree,128,32,0
Tree,192,32,1
Tree,256,32,1
Tree,320,32,0
Tree,384,32,1
Tree,448,32,2
Tree,512,32,0
Tree,576,32,0
Tree,640,32,0
Tree,704,32,2
Tree,768,32,0
Tree,832,32,2
Tree,896,32,2
Tree,960,32,1
Tree,1024,32,0
Tree,1088,32,2
Tree,1152,32,0
Tree,1216,32,1
Tree,1280,32,2
Tree,1344,32,0
Tree,1408,32,1
Tree,1472,32,0
Tree,1536,32,0
Tree,1600,32,2
Tree,1664,32,1
Tree,1728,32,0
Tree,1792,32,1
Tree,576,96,1
Tree,1088,96,1
Gate,0,128,resources/levels/forest1.csv
Gate,1792,128,resources/levels/forest3.csv
Tree,0,160,1
Tree,64,160,1
Tree,128,160,0
Tree,192,160,1
Tree,256,160,1
Tree,320,160,1
Tree,384,160,2
Tree,448,160,2
Tree,576,160,2
Tree,640,160,1
Tree,704,160,0
Tree,768,160,1
Tree,896,160,1
Tree,960,160,1
Tree,1024,160,1
Tree,1088,160,1
Tree,1216,160,1
Tree,1280,160,0
Tree,1344,160,0
Tree,1408,160,2
Tree,1472,160,2
Tree,1536,160,0
Tree,1600,160,2
Tree,1664,160,2
Tree,1728,160,2
Tree,1792,160,0
Tree,0,224,0
Tree,64,224,2
Tree,128,224,0
Tree,192,224,2
Tree,256,224,2
Tree,320,224,0
Tree,384,224,0
Tree,448,224,0
Tree,576,224,2
Tree,640,224,0
Tree,704,224,0
Tree,768,224,1
Tree,896,224,2
