Path,704,320,3
Path,704,256,3
Path,704,192,3
Path,704,128,3
Path,704,64,3
Path,704,0,3
Path,960,0,3
Path,960,64,3
Path,960,128,3
Path,960,192,3
Path,960,256,3
Path,960,320,3
Path,896,192,1
Path,896,128,1
Path,896,64,1
Path,896,0,1
Path,832,0,1
Path,768,0,1
Path,768,64,1
Path,768,128,1
Path,768,192,1
Path,832,128,1
Path,832,192,1
Path,832,64,1
Path,576,448,0
Path,512,448,0
Path,448,448,0
Path,640,448,0
Path,704,448,0
Path,768,448,0
Path,832,448,0
Path,896,448,0
Path,960,448,0
Path,1024,448,0
Path,1088,448,0
Path,1152,448,0
Path,1216,448,0
Path,1280,448,0
Path,384,448,0
Path,320,448,0
Path,1344,448,0
Path,1408,448,0
Path,1472,448,0
Path,1536,448,0
Path,1600,448,0
Path,1728,448,0
Path,1792,448,0
Path,1664,448,0
Path,1792,512,0
Path,1728,512,0
Path,1600,512,0
Path,1664,512,0
Path,1536,512,0
Path,1472,512,0
Path,1408,512,0
Path,1344,512,0
Path,1280,512,0
Path,1216,512,0
Path,1152,512,0
Path,1088,512,0
Path,1024,512,0
Path,960,512,0
Path,896,512,0
Path,832,512,0
Path,768,512,0
Path,704,512,0
Path,640,512,0
Path,576,512,0
Path,512,512,0
Path,448,512,0
Path,384,512,0
Path,320,512,0
Path,256,448,0
Path,192,448,0
Path,128,448,0
Path,64,448,0
Path,0,448,0
Path,0,512,0
Path,64,512,0
Path,128,512,0
Path,192,512,0
Path,256,512,0
Path,896,768,1
Path,896,832,1
Path,896,896,1
Path,832,896,1
Path,832,832,1
Path,832,768,1
Path,768,768,1
Path,768,832,1
Path,768,896,1
Path,576,384,0
Path,576,320,0
Path,576,256,0
Path,576,192,0
Path,576,128,0
Path,576,64,0
Path,576,0,0
Path,512,0,0
Path,512,64,0
Path,512,128,0
Path,512,192,0
Path,512,256,0
Path,512,384,0
Path,512,320,0
Path,1088,384,0
Path,1088,320,0
Path,1088,256,0
Path,1088,192,0
Path,1088,64,0
Path,1088,0,0
Path,1088,128,0
Path,1152,0,0
Path,1152,64,0
Path,1152,128,0
Path,1152,192,0
Path,1152,256,0
Path,1152,320,0
Path,1152,384,0
Path,576,576,0
Path,576,640,0
Path,576,704,0
Path,576,768,0
Path,576,832,0
Path,576,896,0
Path,512,896,0
Path,512,832,0
Path,512,768,0
Path,512,704,0
Path,512,640,0
Path,512,576,0
Path,1088,576,0
Path,1088,640,0
Path,1088,704,0
Path,1088,768,0
Path,1088,832,0
Path,1088,896,0
Path,1152,896,0
Path,1152,768,0
Path,1152,640,0
Path,1152,576,0
Path,1152,832,0
Path,1152,704,0
Path,960,640,3
Path,960,704,3
Path,960,832,3
Path,960,896,3
Path,960,768,3
Path,704,640,3
Path,704,704,3
Path,704,768,3
Path,704,832,3
Path,704,896,3
Path,896,320,3
Path,832,320,3
Path,768,320,3
Path,768,640,3
Path,832,640,3
Path,896,640,3
Path,768,256,1
Path,832,256,1
Path,896,256,1
Path,768,704,1
Path,832,704,1
Path,896,704,1
Tree,640,-32,1
Tree,1024,-32,2
Tree,1216,-32,0
Tree,1280,-32,1
Tree,1344,-32,2
Tree,1408,-32,2
Tree,1472,-32,1
Tree,1536,-32,1
Tree,1600,-32,2
Tree,1664,-32,1
Tree,1728,-32,0
Tree,1792,-32,2
Tree,0,-32,2
Tree,64,-32,2
Tree,128,-32,0
Tree,192,-32,2
Tree,256,-32,2
Tree,320,-32,0
Tree,384,-32,1
Tree,448,-32,1
Gate,1088,0,resources/levels/village2.csv
Gate,1152,0,resources/levels/village2.csv
Gate,576,0,resources/levels/village2.csv
Gate,512,0,resources/levels/village2.csv
Tree,640,32,1
Tree,1024,32,0
Tree,1792,32,2
Tree,0,32,0
Tree,448,32,2
Tree,1216,32,2
Tree,640,96,2
Tree,1024,96,0
Tree,1792,96,0
Tree,0,96,1
Tree,448,96,1
Tree,1216,96,2
Tree,640,160,2
Tree,1024,160,2
Tree,1792,160,2
Tree,0,160,1
Tree,448,160,1
Tree,1216,160,0
Tree,640,224,0
Tree,1024,224,0
Tree,1792,224,2
Tree,0,224,1
Tree,448,224,2
Tree,1216,224,0
Tree,640,288,0
Tree,1024,288,1
Tree,1792,288,2
Tree,0,288,1
Tree,448,288,1
Tree,1216,288,2
Tree,640,352,0
Tree,1024,352,1
Tree,1792,352,2
Tree,0,352,0
Tree,448,352,2
Tree,384,352,0
Tree,320,352,2
Tree,256,352,0
Tree,192,352,1
Tree,128,352,0
Tree,64,352,0
Tree,1728,352,1
Tree,1664,352,1
Tree,1600,352,0
Tree,1472,352,1
Tree,1408,352,2
Tree,1344,352,0
Tree,1536,352,2
Tree,1280,352,1
Tree,1216,352,2
Tree,704,352,2
Tree,960,352,1
Tree,768,352,1
Tree,896,352,2
Tree,832,352,2
Gate,1792,448,resources/levels/town2.csv
Gate,1792,512,resources/levels/town2.csv
Tree,640,544,2
Tree,1024,544,1
Tree,1792,544,0
Tree,448,544,2
Tree,384,544,2
Tree,320,544,1
Tree,256,544,1
Tree,192,544,2
Tree,128,544,2
Tree,64,544,2
Tree,0,544,0
Tree,1216,544,0
Tree,1280,544,2
Tree,1344,544,1
Tree,1408,544,2
Tree,1472,544,2
Tree,1536,544,2
Tree,1600,544,0
Tree,1664,544,1
Tree,1728,544,1
Tree,704,544,0
Tree,960,544,1
Tree,896,544,0
Tree,832,544,1
Tree,768,544,2
Tree,640,608,2
Tree,1024,608,2
Tree,1792,608,0
Tree,448,608,0
Tree,0,608,2
Tree,1216,608,0
Tree,640,672,1
Tree,1024,672,1
Tree,1792,672,0
Tree,448,672,1
Tree,0,672,0
Tree,1216,672,2
Tree,640,736,1
Tree,1024,736,0
Tree,1792,736,2
Tree,448,736,0
Tree,0,736,2
Tree,1216,736,1
Tree,640,800,1
Tree,1024,800,1
Tree,1792,800,0
Tree,448,800,1
Tree,0,800,2
Tree,1216,800,1
Tree,640,864,0
Tree,1024,864,2
Tree,1792,864,1
Tree,1728,864,0
Tree,1664,864,2
Tree,1600,864,0
Tree,1536,864,2
Tree,1472,864,2
Tree,1408,864,2
Tree,1344,864,1
Tree,1280,864,1
Tree,1216,864,0
Tree,448,864,1
Tree,0,864,1
Tree,64,864,0
Tree,128,864,1
Tree,192,864,1
Tree,256,864,1
Tree,320,864,2
Tree,384,864,2
Gate,1152,896,resources/levels/town4.csv
Gate,1088,896,resources/levels/town4.csv
Gate,576,896,resources/levels/town4.csv
Gate,512,896,resources/levels/town4.csv
